date,record_id,net_profit,revenue,operating_cash_flow,accounts_receivable,dso,budgeted_amount,actual_spend,budget_accuracy_score,internal_csat_score
2025-02-09,FIN07329,945539.29,2874439.4416,984075.98,4917982.53,51.33,2878736.96,2832925.78,98.41,4.2
2025-02-10,FIN07330,479816.97,1904873.3709,349151.15,3220113.72,50.71,2058496.1,1984913.33,96.43,5.0
2025-02-11,FIN07331,1320112.44,4910818.2768,673806.24,6445405.45,39.37,5346834.97,5669858.06,93.96,4.15
2025-02-12,FIN07332,1424841.09,4046548.6956,941217.86,7024079.22,52.07,3949598.19,4122619.65,95.62,4.57
2025-02-13,FIN07333,874040.87,3767116.1496999995,961985.72,5840742.39,46.51,3937166.83,3915126.64,99.44,4.43
2025-02-14,FIN07334,658001.55,1908204.495,462476.27,2975665.99,46.78,1874064.99,1995371.91,93.53,5.0
2025-02-15,FIN07335,504275.11,2259152.4928,400789.49,3089627.52,41.03,2089110.48,2051534.54,98.2,4.69
2025-02-16,FIN07336,264715.3,664435.4029999999,807082.1,742031.52,33.5,715545.28,758986.32,93.93,4.84
2025-02-17,FIN07337,549050.1,1663621.8029999998,329381.5,2024508.72,36.51,1807343.13,1638202.88,90.64,4.62
2025-02-18,FIN07338,1050506.51,3046468.8789999997,639667.28,5388690.58,53.06,3049363.35,2826527.45,92.69,5.0
2025-02-19,FIN07339,893702.01,2261066.0853,857448.66,2874813.37,38.14,2043238.34,2147841.68,94.88,4.38
2025-02-20,FIN07340,1427253.66,5651924.4936,692178.31,5664658.59,30.07,6009167.1,5545727.2,92.29,4.7
2025-02-21,FIN07341,715160.44,2781974.1116,431609.29,5555650.77,59.91,2769154.98,2870927.54,96.32,4.98
2025-02-22,FIN07342,1102022.35,4496251.188,640931.01,5443531.43,36.32,4114095.34,4298056.12,95.53,5.0
2025-02-23,FIN07343,836119.57,2516719.9056999995,944892.3,4166135.72,49.66,2360376.98,2436945.42,96.76,4.52
2025-02-24,FIN07344,866349.08,2936923.3812,732049.08,5659222.29,57.81,2732583.61,2906502.79,93.64,3.99
2025-02-25,FIN07345,548106.61,2093767.2502,805043.44,3349426.13,47.99,2171772.17,2176818.09,99.77,4.48
2025-02-26,FIN07346,791436.01,2675053.7138,535384.72,4812503.53,53.97,2567735.64,2771632.88,92.06,5.0
2025-02-27,FIN07347,812020.5,3158759.745,431938.64,6242883.41,59.29,2923552.5,2964187.68,98.61,4.37
2025-02-28,FIN07348,1118635.28,4217255.0056,478949.56,7845626.97,55.81,4569521.33,4576716.47,99.84,4.69
2025-03-01,FIN07349,1422832.0,3884331.36,673224.32,6051415.71,46.74,4238994.94,4246953.49,99.81,4.51
2025-03-02,FIN07350,628117.66,2550157.6996,496154.11,3477657.53,40.91,2365820.0,2560802.47,91.76,4.58
2025-03-03,FIN07351,254860.61,1004150.8034,679375.35,1488617.87,44.47,949974.03,901277.6,94.87,4.99
2025-03-04,FIN07352,845183.66,3220149.7446000003,795454.35,5930956.07,55.25,3279478.25,3407401.15,96.1,4.68
2025-03-05,FIN07353,907799.73,2550917.2413,814077.11,4727754.23,55.6,2372612.13,2250477.55,94.85,5.0
2025-03-06,FIN07354,418972.72,1273677.0688,415279.46,2351023.09,55.38,1186708.28,1089914.42,91.84,4.89
2025-03-07,FIN07355,1188603.99,3910507.1271,825301.59,6245957.41,47.92,3782693.02,4125967.78,90.93,4.64
2025-03-08,FIN07356,1480407.84,4530047.9904000005,770881.7,6690681.19,44.31,4937000.62,4571391.42,92.59,4.57
2025-03-09,FIN07357,1429507.13,4231341.1048,308403.59,5548718.62,39.34,4622691.24,4794834.02,96.28,4.7
2025-03-10,FIN07358,456237.85,1875137.5635000002,341210.52,1881439.63,30.1,2003317.56,1973090.99,98.49,4.23
2025-03-11,FIN07359,1337972.21,5057534.953799999,752374.65,8923945.93,52.93,5255499.94,5609827.18,93.26,4.28
2025-03-12,FIN07360,1115841.73,4050505.4798999997,568592.73,5172488.53,38.31,4229273.22,4460362.55,94.54,4.83
2025-03-13,FIN07361,790000.53,2330501.5635,402272.8,3098816.41,39.89,2316319.46,2151290.23,92.88,4.88
2025-03-14,FIN07362,902794.29,3918127.2186000003,331077.59,7222993.96,55.3,3941757.15,3916385.44,99.36,4.2
2025-03-15,FIN07363,1304480.23,3756903.0623999997,411578.84,3953205.59,31.57,3857928.18,3493378.88,90.55,4.86
2025-03-16,FIN07364,824175.42,3370877.4678,970259.78,6497771.94,57.83,3526805.25,3477093.88,98.59,4.55
2025-03-17,FIN07365,685169.58,3035301.2394,809295.95,3039435.08,30.04,2790562.58,2902305.53,96.0,4.35
2025-03-18,FIN07366,841221.74,3322825.873,669393.79,6443521.31,58.18,3139995.36,2971789.71,94.64,4.51
2025-03-19,FIN07367,952868.75,4278380.6875,959078.35,6224010.63,43.64,4674510.13,4964360.99,93.8,4.87
2025-03-20,FIN07368,445800.95,1694043.6099999999,733377.31,1867043.79,33.06,1638188.37,1491788.33,91.06,4.78
2025-03-21,FIN07369,1371180.05,4017557.5465,807951.63,6726039.64,50.22,3831523.91,3474859.89,90.69,4.69
2025-03-22,FIN07370,1076443.03,3132449.2173,497856.27,5938673.98,56.88,3083527.45,2792104.84,90.55,4.71
2025-03-23,FIN07371,1023249.59,3223236.2084999997,712287.29,4635248.37,43.14,3088453.85,2952578.48,95.6,4.26
2025-03-24,FIN07372,329345.09,826656.1759,400434.07,1398171.46,50.74,759065.49,754071.72,99.34,4.76
2025-03-25,FIN07373,985426.12,3803744.8232,583138.2,7528990.7,59.38,3581576.56,3300384.84,92.15,4.46
2025-03-26,FIN07374,357248.86,1086036.5344,323268.23,1347446.42,37.22,1116480.27,1227401.15,90.07,5.0
2025-03-27,FIN07375,302306.98,1248527.8273999998,451639.66,2272881.81,54.61,1179404.97,1297241.94,90.01,4.49
2025-03-28,FIN07376,885504.16,2851323.3952,352408.04,3693139.87,38.86,2935532.78,2947158.88,99.6,5.0
2025-03-29,FIN07377,723621.19,2503729.3173999996,571445.17,3571163.27,42.79,2303471.48,2334803.08,98.64,4.55
2025-03-30,FIN07378,965453.35,4276958.3405,890124.62,5482059.22,38.45,3885083.19,4216720.4,91.46,4.57
2025-03-31,FIN07379,315988.82,941646.6836,564553.87,1361632.17,43.38,1009740.49,1064224.62,94.6,4.51
2025-01-01,FIN07380,760277.98,2995495.2412,882147.74,3010739.41,30.15,3151276.69,2941998.94,93.36,4.22
2025-01-02,FIN07381,427222.73,1713163.1472999998,759548.82,2233003.4,39.1,1770049.65,1873593.63,94.15,5.0
2025-01-03,FIN07382,1483230.11,4360696.5234,656670.61,6302488.8,43.36,3951575.31,3738933.4,94.62,4.63
2025-01-04,FIN07383,929495.28,3253233.48,465824.19,5310058.41,48.97,3083644.98,3040626.79,98.6,4.79
2025-01-05,FIN07384,1093667.92,3499737.344,945509.26,5730334.81,49.12,3718340.97,3742516.32,99.35,5.0
2025-01-06,FIN07385,623043.76,2517096.7904000003,337940.57,3986541.7,47.51,2338215.61,2439693.84,95.66,4.56
2025-01-07,FIN07386,323160.59,1208620.6066,782239.11,1562784.91,38.79,1284244.83,1194386.3,93.0,4.57
2025-01-08,FIN07387,1468632.12,5066780.814,734867.92,9867070.83,58.42,5152139.4,4715413.0,91.52,4.64
2025-01-09,FIN07388,572136.75,2322875.2049999996,608729.07,3233372.19,41.76,2434544.35,2612813.05,92.68,4.22
2025-01-10,FIN07389,750950.64,2230323.4008000004,468224.67,2714067.03,36.51,2294782.9,2444766.47,93.46,4.05
2025-01-11,FIN07390,1044823.1,4189740.6309999996,601487.16,6513006.02,46.64,4120182.21,4139353.69,99.53,4.15
2025-01-12,FIN07391,232106.49,981810.4527,910940.91,1717116.45,52.47,940962.69,971518.35,96.75,4.97
2025-01-13,FIN07392,1253336.87,5339215.0662,885736.28,5404532.74,30.37,5523662.71,5765932.02,95.61,4.5
2025-01-14,FIN07393,897551.65,3653035.2155000004,958966.87,4662529.61,38.29,3877267.93,3859069.09,99.53,4.84
2025-01-15,FIN07394,561682.34,1864785.3687999998,515455.24,3403192.0,54.75,1694990.19,1612691.8,95.14,4.52
2025-01-16,FIN07395,280090.38,1249203.0948,570972.91,1882575.41,45.21,1219199.47,1214662.2,99.63,4.13
2025-01-17,FIN07396,411247.94,1340668.2844,313108.31,1888315.6,42.25,1300643.92,1417909.45,90.98,4.86
2025-01-18,FIN07397,1363544.02,5154196.395599999,960065.0,9952244.42,57.93,5215501.27,5567894.45,93.24,4.33
2025-01-19,FIN07398,1091831.49,3078964.8018,530573.06,3354640.21,32.69,2841222.57,2821645.12,99.31,4.77
2025-01-20,FIN07399,524872.24,2340930.1903999997,582914.68,3781937.06,48.47,2543851.11,2404233.89,94.51,4.88
2025-01-21,FIN07400,285280.99,1115448.6709,935463.23,1497142.62,40.27,1126270.81,1214033.09,92.21,4.59
2025-01-22,FIN07401,1097799.91,4402177.639099999,668618.9,4713954.82,32.12,4775264.66,4907292.22,97.24,4.74
2025-01-23,FIN07402,944130.04,2483062.0052,696322.18,3013802.87,36.41,2640458.8,2590152.75,98.09,4.17
2025-01-24,FIN07403,725875.38,2925277.7814,423362.99,4762156.86,48.84,2744869.38,2531679.52,92.23,5.0
2025-01-25,FIN07404,672694.88,2724414.264,649062.01,2801452.35,30.85,2524082.1,2651176.51,94.96,4.73
2025-01-26,FIN07405,481858.56,1850336.8704,942746.02,2946196.69,47.77,1984023.8,1911397.56,96.34,4.83
2025-01-27,FIN07406,1070494.63,3297123.4603999997,691102.66,6451977.43,58.71,3320928.84,3391535.71,97.87,4.88
2025-01-28,FIN07407,1461868.44,5087302.1712,478581.46,9132196.1,53.85,4598659.42,4662688.61,98.61,4.56
2025-01-29,FIN07408,428429.82,1165329.1104000001,321826.6,1568063.45,40.37,1266532.52,1317098.35,96.01,4.62
2025-01-30,FIN07409,976251.61,3358305.5384,535411.24,3822449.04,34.15,3340189.76,3365322.09,99.25,4.93
2025-01-31,FIN07410,751440.57,2246807.3043,700813.64,3291717.47,43.95,2157355.75,2213624.57,97.39,4.49
2025-02-01,FIN07411,780695.34,2498225.088,329829.3,3479903.73,41.79,2506518.13,2296743.83,91.63,4.72
2025-02-02,FIN07412,530391.46,1501007.8318,726854.8,2959586.62,59.15,1597948.44,1650769.8,96.69,4.74
2025-02-03,FIN07413,1272675.34,3767119.0064000003,666389.68,7496069.77,59.7,3473504.28,3261058.43,93.88,4.38
2025-02-04,FIN07414,830832.29,2201705.5685,848404.83,3105692.09,42.32,2139587.93,2093364.58,97.84,4.73
2025-02-05,FIN07415,906427.61,3933895.8274,320221.72,4519196.52,34.46,3791383.9,3800888.54,99.75,4.09
2025-02-06,FIN07416,596189.19,2122433.5163999996,846593.14,4055141.74,57.32,2266610.22,2351325.77,96.26,4.88
2025-02-07,FIN07417,436351.01,1435594.8229,664613.93,2574800.01,53.81,1515548.06,1589030.12,95.15,5.0
2025-02-08,FIN07418,311683.5,1112710.095,559370.53,1681610.07,45.34,1090479.05,1135171.82,95.9,4.87
2025-02-09,FIN07419,1128354.88,4242614.3488,975768.08,5792673.2,40.96,4382186.44,4027321.77,91.9,5.0
2025-02-10,FIN07420,455104.57,1975153.8338,412083.68,2860350.29,43.44,1933456.55,1889723.3,97.74,4.37
2025-02-11,FIN07421,1097097.96,3137700.1656,678927.58,5967532.88,57.06,3182452.45,3042847.86,95.61,4.53
2025-02-12,FIN07422,707489.38,2186142.1842,524687.03,2589799.01,35.54,2400915.48,2352139.21,97.97,4.64
2025-02-13,FIN07423,740507.24,3295257.218,669240.47,5953816.44,54.2,3318702.62,3416188.31,97.06,4.64
2025-02-14,FIN07424,809930.74,2624175.5976,686592.82,2671911.01,30.55,2880596.78,2703682.46,93.86,4.47
2025-02-15,FIN07425,678021.06,1728953.703,362613.77,3320580.06,57.62,1814432.87,1815194.7,99.96,4.33
2025-02-16,FIN07426,330805.97,926256.7159999999,762794.6,1389660.43,45.01,855995.01,921884.64,92.3,5.0
2025-02-17,FIN07427,602521.35,1536429.4425,744137.05,1884811.48,36.8,1627375.67,1702601.71,95.38,4.35
2025-02-18,FIN07428,1062854.67,4761588.9216,838627.09,4775190.41,30.09,4439025.21,4639105.5,95.49,5.0
2025-02-19,FIN07429,1065519.72,3260490.3432,363460.95,5084886.2,46.79,3281571.77,3510439.33,93.03,4.75
2025-02-20,FIN07430,572091.6,2488598.4599999995,508080.98,3097030.6,37.33,2544962.84,2493679.29,97.98,4.66
2025-02-21,FIN07431,798133.41,3583619.0109,755077.42,5845829.89,48.94,3864739.91,4065306.65,94.81,4.76
2025-02-22,FIN07432,451481.4,1670481.1800000002,395711.58,2140169.17,38.44,1573735.0,1434838.54,91.17,5.0
2025-02-23,FIN07433,473483.71,1216853.1347,774318.75,1323965.45,32.64,1308346.39,1192276.96,91.13,3.81
2025-02-24,FIN07434,229961.21,611696.8186,341318.7,920635.29,45.15,664852.51,642486.69,96.64,4.71
2025-02-25,FIN07435,1365770.51,4725565.9646,534452.09,7393080.55,46.93,4337585.04,4074594.63,93.94,4.64
2025-02-26,FIN07436,473918.66,1568670.7645999999,892697.79,2278635.51,43.58,1689547.86,1695812.23,99.63,4.66
2025-02-27,FIN07437,495794.04,1839395.8883999998,842003.9,2681904.6,43.74,1750803.24,1639873.21,93.66,4.88
2025-02-28,FIN07438,563481.86,1904568.6867999998,751332.5,3027597.86,47.69,1744966.19,1910938.26,90.49,4.42
2025-03-01,FIN07439,365630.49,1597805.2413,909320.89,2438815.64,45.79,1744347.74,1866837.63,92.98,4.25
2025-03-02,FIN07440,1031041.75,3680819.0475,796488.68,4168776.17,33.98,3601463.16,3949028.62,90.35,4.18
2025-03-03,FIN07441,297685.84,1157997.9176,663562.57,1386222.69,35.91,1186480.85,1259511.83,93.84,4.33
2025-03-04,FIN07442,374463.15,1606446.9135,985802.25,1834226.69,34.25,1623434.49,1769903.89,90.98,4.81
2025-03-05,FIN07443,1038183.74,2896532.6346,786399.26,4904685.91,50.8,2730377.05,2658352.56,97.36,4.75
2025-03-06,FIN07444,641558.81,1899014.0776000002,720957.02,2902829.9,45.86,1963415.62,1962592.98,99.96,4.86
2025-03-07,FIN07445,1120332.17,3036100.1807,586209.39,4341183.4,42.9,2760492.11,2616832.7,94.8,4.46
2025-03-08,FIN07446,924652.17,2570533.0326,931688.75,4622689.79,53.95,2417892.17,2483565.06,97.28,4.48
2025-03-09,FIN07447,532827.52,1880881.1456,506996.37,2493662.18,39.77,2048153.08,2166221.03,94.24,5.0
2025-03-10,FIN07448,1046076.34,3284679.7076,306453.72,5150728.14,47.04,3582605.1,3581703.84,99.97,4.91
2025-03-11,FIN07449,351155.78,1176371.8630000001,437718.37,1263902.87,32.23,1172291.07,1124549.01,95.93,4.83
2025-03-12,FIN07450,897333.5,4002107.41,376662.24,6981292.51,52.33,3737225.32,3742959.86,99.85,4.05
2025-03-13,FIN07451,768292.54,2158902.0374000003,523295.64,3659754.42,50.86,2125059.12,1939284.42,91.26,5.0
2025-03-14,FIN07452,548235.66,1962683.6628,878115.07,3537501.05,54.07,2110697.82,2204041.08,95.58,4.57
2025-03-15,FIN07453,985206.5,2660057.5500000003,756070.78,5012814.5,56.53,2431438.4,2407905.47,99.03,4.65
2025-03-16,FIN07454,1332733.67,4184783.7238,418286.41,7356968.08,52.74,3873325.82,4181824.0,92.04,4.73
2025-03-17,FIN07455,1498576.11,5334930.9516,852175.2,9840226.2,55.33,5757087.07,6244424.85,91.53,4.65
2025-03-18,FIN07456,990091.6,4346502.124,652953.91,5848890.57,40.37,4272944.88,3952905.42,92.51,4.55
2025-03-19,FIN07457,726117.64,2381665.8592,658900.24,3199380.73,40.3,2183253.38,2399880.57,90.08,4.64
2025-03-20,FIN07458,492769.23,1295983.0749,553478.53,2519780.96,58.33,1202467.29,1315456.53,90.6,4.79
2025-03-21,FIN07459,534224.92,1752257.7376,905231.46,3354828.05,57.44,1886287.29,1934248.57,97.46,4.85
2025-03-22,FIN07460,823291.47,2296983.2013,522829.11,3556872.38,46.45,2292436.72,2441650.36,93.49,4.97
2025-03-23,FIN07461,677461.01,2005284.5896,365897.83,2740339.27,41.0,1870126.13,1690009.41,90.37,4.27
2025-03-24,FIN07462,1387958.88,5190966.2112,511910.3,9686350.89,55.98,5600076.39,6126915.38,90.59,4.44
2025-03-25,FIN07463,678784.11,1785202.2093,800747.48,2362556.48,39.7,1908480.74,1891805.93,99.13,4.86
2025-03-26,FIN07464,685477.97,2351189.4371,760307.32,2712414.62,34.61,2126896.95,2301174.98,91.81,4.13
2025-03-27,FIN07465,698594.87,2598772.9164,431612.01,4260669.16,49.18,2640867.9,2580193.88,97.7,4.65
2025-03-28,FIN07466,1287606.27,4300604.9418,378249.01,4483904.51,31.28,4080703.53,4315896.07,94.24,4.36
2025-03-29,FIN07467,1046024.82,2656903.0428,762606.03,3664140.05,41.37,2674510.77,2630619.83,98.36,4.77
2025-03-30,FIN07468,998419.51,4462935.2097,773463.78,8067486.49,54.23,4265912.98,4148776.66,97.25,4.35
2025-03-31,FIN07469,634385.93,2049066.5539000002,556304.75,2653984.19,38.86,1973610.2,2149962.46,91.06,4.49
2025-01-01,FIN07470,1263275.43,5128898.2458,889960.97,9905520.57,57.94,5233376.5,5441781.63,96.02,4.51
2025-01-02,FIN07471,249873.02,787100.0129999999,984743.64,1539429.62,58.67,793217.22,847168.86,93.2,4.67
2025-01-03,FIN07472,1332036.32,4595525.3040000005,443951.66,8344629.76,54.47,4499196.11,4538211.46,99.13,4.89
2025-01-04,FIN07473,866574.87,2842365.5736,703948.1,5649608.94,59.63,2619278.52,2838432.89,91.63,4.91
2025-01-05,FIN07474,717725.31,2289543.7389,303742.43,3504751.39,45.92,2504497.05,2624693.1,95.2,4.66
2025-01-06,FIN07475,846317.46,2149646.3484,799138.08,3373224.09,47.08,2009749.75,1837782.56,91.44,4.27
2025-01-07,FIN07476,1067640.19,3437801.4118,589997.48,6312376.87,55.09,3529327.54,3717702.41,94.66,5.0
2025-01-08,FIN07477,216595.05,927026.814,435288.46,1383870.5,44.78,849665.46,767878.44,90.37,4.57
2025-01-09,FIN07478,1333017.41,5172107.550799999,826555.35,7275707.17,42.2,5366902.4,5720118.55,93.42,4.68
2025-01-10,FIN07479,780761.38,2178324.2502,867454.16,3517456.91,48.44,2001810.19,1934495.74,96.64,4.67
2025-01-11,FIN07480,645856.48,2376751.8464,377816.55,3939845.3,49.73,2248173.54,2292365.77,98.03,4.71
2025-01-12,FIN07481,379719.24,1625198.3472,328697.03,2845553.0,52.53,1672974.37,1756414.64,95.01,4.35
2025-01-13,FIN07482,771304.99,3008089.461,533854.91,5018096.94,50.05,2877499.39,2956322.71,97.26,4.73
2025-01-14,FIN07483,845219.6,2366614.88,738193.33,4131451.18,52.37,2382163.93,2464286.75,96.55,5.0
2025-01-15,FIN07484,724740.7,3072900.568,855393.67,5145755.36,50.24,2842129.05,3065330.39,92.15,4.0
2025-01-16,FIN07485,1082258.12,3355000.1720000003,682243.75,4966894.03,44.41,3155310.92,3075779.41,97.48,4.61
2025-01-17,FIN07486,747165.49,2547834.3209,706524.14,2891625.29,34.05,2666958.78,2692105.61,99.06,4.26
2025-01-18,FIN07487,1449842.85,5146942.1175,859900.76,9189572.95,53.56,4668419.44,4364905.61,93.5,4.9
2025-01-19,FIN07488,979060.77,4112055.234,670190.36,4238620.8,30.92,3792795.44,3768174.95,99.35,4.94
2025-01-20,FIN07489,1249721.32,5448784.955200001,727808.14,10856704.52,59.78,5138156.28,4778522.72,93.0,4.56
2025-01-21,FIN07490,342162.67,1491829.2412,661352.14,2727747.84,54.85,1348670.49,1384703.07,97.33,4.62
2025-01-22,FIN07491,716478.68,1805526.2736000002,916320.76,3016873.0,50.13,1659415.4,1601087.41,96.49,4.34
2025-01-23,FIN07492,637902.01,2768494.7234,464861.63,5444540.47,59.0,2647451.42,2837546.09,92.82,3.89
2025-01-24,FIN07493,940327.1,2454253.7309999997,484795.51,3957411.2,48.37,2254436.96,2183908.08,96.87,4.52
2025-01-25,FIN07494,1319447.58,3997926.1674,389573.02,4223540.66,31.69,4290669.86,4107744.78,95.74,4.54
2025-01-26,FIN07495,301839.68,1065494.0703999999,873626.73,1661512.46,46.78,973024.91,971326.16,99.83,4.61
2025-01-27,FIN07496,294347.24,1018441.4504,588244.1,1300757.68,38.32,1091969.6,1021063.37,93.51,3.62
2025-01-28,FIN07497,1305413.02,4843082.3042,543525.76,6632492.38,41.08,5155809.9,4850386.04,94.08,4.08
2025-01-29,FIN07498,476705.11,1649399.6805999998,986944.1,2407439.29,43.79,1517698.94,1603645.04,94.34,4.16
2025-01-30,FIN07499,1069379.23,4673187.2351,948762.36,8293041.56,53.24,4229413.26,4227066.27,99.94,4.62
2025-01-31,FIN07500,905741.57,2699109.8786,980391.38,4056571.09,45.09,2456185.68,2311929.94,94.13,4.78
2025-02-01,FIN07501,1282761.67,3912423.0934999995,399609.3,5769573.23,44.24,3983142.54,3609940.25,90.63,4.25
2025-02-02,FIN07502,362615.58,1573751.6172,923876.27,2048980.76,39.06,1627370.48,1616459.76,99.33,4.52
2025-02-03,FIN07503,368717.86,977102.3289999999,530096.72,1504612.75,46.2,1000680.47,1049239.52,95.15,4.43
2025-02-04,FIN07504,923863.87,3436773.5964,308859.74,4290436.73,37.45,3465282.91,3362149.2,97.02,5.0
2025-02-05,FIN07505,1430292.25,5520928.085,573908.84,6961856.17,37.83,5161718.94,4901531.42,94.96,4.48
2025-02-06,FIN07506,739497.09,2595634.7858999996,656437.45,4561202.0,52.72,2772633.14,2715172.85,97.93,4.47
2025-02-07,FIN07507,625024.73,2431346.1997,375754.3,3264197.19,40.28,2347491.47,2563052.01,90.82,4.36
2025-02-08,FIN07508,988696.12,2817783.9420000003,676374.33,2962617.12,31.54,3091772.96,3044259.89,98.46,4.03
2025-02-09,FIN07509,1409583.18,5934345.1877999995,873624.51,7973844.84,40.31,5797686.47,5518977.87,95.19,4.79
2025-02-10,FIN07510,1288006.18,3580657.1803999995,564355.67,5867165.34,49.16,3410937.5,3458173.89,98.62,4.52
2025-02-11,FIN07511,1494128.69,4930624.676999999,546851.36,8944082.1,54.42,5319405.24,5649999.61,93.79,4.48
2025-02-12,FIN07512,229339.16,607748.774,537167.29,1192364.61,58.86,615942.95,557099.74,90.45,4.65
2025-02-13,FIN07513,346715.59,1244708.9681,946166.11,2173536.22,52.39,1299936.81,1315042.52,98.84,4.13
2025-02-14,FIN07514,992308.09,3810463.0656,334130.67,5444586.28,42.87,3740654.46,3992260.16,93.27,5.0
2025-02-15,FIN07515,1266749.37,5548362.2406,611553.3,7207984.35,38.97,5977711.72,5637727.88,94.31,4.05
2025-02-16,FIN07516,570817.64,2271854.2072,485219.62,2566354.65,33.89,2461656.36,2669264.08,91.57,5.0
2025-02-17,FIN07517,510974.41,1829288.3878,925664.92,2977507.89,48.83,1806154.82,1834220.88,98.45,4.6
2025-02-18,FIN07518,1223068.54,5344809.5198,367236.58,8070038.71,45.3,5067653.18,5084605.93,99.67,4.48
2025-02-19,FIN07519,273296.41,945605.5785999999,588009.94,1586443.91,50.33,973533.36,1063811.35,90.73,4.8
2025-02-20,FIN07520,680197.44,2462314.7328,584771.31,3046211.2,37.11,2686180.67,2487216.19,92.59,4.5
2025-02-21,FIN07521,857551.99,3164366.8430999997,921876.09,4188495.72,39.71,3241859.95,3397560.75,95.2,4.88
2025-02-22,FIN07522,928453.28,3082464.8896,450845.41,3982838.55,38.76,3362489.83,3576728.38,93.63,4.69
2025-02-23,FIN07523,1147199.7,4795294.745999999,751426.79,8620270.43,53.93,4645497.38,4634865.24,99.77,4.81
2025-02-24,FIN07524,661299.44,1897929.3927999998,394084.29,2222911.49,35.14,2055487.55,1852600.93,90.13,4.91
2025-02-25,FIN07525,996489.65,3597327.6365,967783.0,5786201.2,48.25,3318582.83,3334735.37,99.51,4.55
2025-02-26,FIN07526,960988.05,3786292.9170000004,715110.47,3980738.05,31.54,3679394.07,3424420.84,93.07,4.89
2025-02-27,FIN07527,911900.93,3930293.0083,738379.71,6090097.4,46.49,3925947.07,3975076.79,98.75,4.76
2025-02-28,FIN07528,1032628.28,4409322.7556,603641.38,4691140.1,31.92,4544345.34,4761218.42,95.23,5.0
2025-03-01,FIN07529,537283.92,1891239.3984,539597.9,2223864.14,35.28,1813373.0,1824641.82,99.38,4.49
2025-03-02,FIN07530,310043.38,1175064.4102,448873.5,1307876.42,33.39,1274766.11,1308114.5,97.38,5.0
2025-03-03,FIN07531,355053.17,1168124.9293,722791.43,1573143.46,40.4,1262391.73,1162396.55,92.08,4.37
2025-03-04,FIN07532,491957.1,1692332.4239999999,968193.22,2274040.25,40.31,1793647.84,1649096.22,91.94,4.0
2025-03-05,FIN07533,850257.32,3664609.0491999993,551853.67,6693112.62,54.79,3381966.93,3619340.94,92.98,4.19
2025-03-06,FIN07534,1292575.58,5635629.5288,918209.82,6907520.39,36.77,5160310.34,4695190.78,90.99,4.5
2025-03-07,FIN07535,1111681.34,4769112.948600001,404143.42,5181101.08,32.59,4767330.69,4561668.01,95.69,4.68
2025-03-08,FIN07536,1225752.79,3407592.7561999997,955288.21,5464115.16,48.11,3588429.45,3902558.11,91.25,4.6
2025-03-09,FIN07537,656268.31,2756326.9020000002,545340.4,4651165.76,50.62,2548629.89,2527663.39,99.18,4.84
2025-03-10,FIN07538,726049.86,3194619.384,565809.05,4136468.62,38.84,3284987.16,3399658.56,96.51,4.24
2025-03-11,FIN07539,711786.45,2291952.369,623989.58,3673573.61,48.08,2304721.01,2176435.8,94.43,5.0
2025-03-12,FIN07540,449435.14,1591000.3956000002,802770.99,2825706.7,53.28,1662910.25,1586586.95,95.41,5.0
2025-03-13,FIN07541,279581.66,1135101.5395999998,803757.4,1529609.42,40.43,1120430.4,1122447.3,99.82,4.88
2025-03-14,FIN07542,968190.92,3504851.1304,635712.01,5346138.13,45.76,3640346.29,3740892.69,97.24,4.98
2025-03-15,FIN07543,1485981.69,6672057.7881000005,666207.03,7650403.46,34.4,6217835.67,6790449.98,90.79,4.13
2025-03-16,FIN07544,416878.62,1421556.0942,321007.34,1455171.35,30.71,1340412.04,1360362.73,98.51,4.81
2025-03-17,FIN07545,260690.27,1024512.7611,513007.69,2029936.77,59.44,1107156.94,1017691.82,91.92,4.82
2025-03-18,FIN07546,1213391.19,4962769.9671,542211.95,6450265.23,38.99,4793415.52,4665833.32,97.34,4.89
2025-03-19,FIN07547,528361.81,1843982.7169000003,691109.09,2358273.28,38.37,2023035.58,1919523.97,94.88,4.85
2025-03-20,FIN07548,1278536.95,5382640.5594999995,690809.84,10621269.29,59.2,4894117.05,4653719.22,95.09,4.73
2025-03-21,FIN07549,1115117.67,4003272.4352999995,796929.86,6918589.63,51.85,3999970.39,4004280.32,99.89,4.72
2025-03-22,FIN07550,1429375.6,4745526.992,801919.11,7523073.92,47.56,4579421.36,4411509.03,96.33,4.96
2025-03-23,FIN07551,731605.41,1989966.7152000002,464647.51,3381596.99,50.98,2187357.5,2095186.14,95.79,4.41
2025-03-24,FIN07552,1060560.79,3489244.9991,839131.01,5966352.72,51.3,3831215.26,4189831.54,90.64,4.71
2025-03-25,FIN07553,804311.22,3193115.5434,313722.5,5630535.21,52.9,3024035.79,3074814.57,98.32,4.43
2025-03-26,FIN07554,1019765.31,4425781.445400001,801313.32,4723146.3,32.02,4219767.41,4018719.82,95.24,4.55
2025-03-27,FIN07555,784478.58,2353435.7399999998,371442.77,3325007.96,42.38,2470953.24,2360190.01,95.52,3.8
2025-03-28,FIN07556,445221.92,1429162.3632,810753.75,1850951.51,38.85,1540543.97,1636374.47,93.78,4.34
2025-03-29,FIN07557,860266.64,2417349.2584,668982.66,2587940.72,32.12,2496491.82,2689458.56,92.27,4.47
